Date,Open,High,Low,Close,Volume
2021-09-22,2993.73,3049.53,2966.38,3010.96,1210448
2021-09-23,3095.51,3117.48,3085.55,3103.35,1970278
2021-09-24,2901.43,2947.82,2865.07,2933.38,1495919
2021-09-27,3050.4,3097.18,3032.8,3068.49,2184685
2021-09-28,2946.97,2971.44,2916.37,2933.87,2077209
2021-09-29,2920.71,2956.4,2887.94,2921.22,1810927
2021-09-30,2989.3,3035.58,2945.69,2972.87,1850982
2021-10-01,2896.48,2922.68,2879.56,2900.32,1212456
2021-10-04,2944.64,2972.6,2944.83,2950.38,2347203
2021-10-05,2880.21,2904.4,2848.37,2885.54,1375325
2021-10-06,3196.47,3216.32,3148.47,3176.9,1466589
2021-10-07,3003.53,3027.03,2961.14,2992.92,1296213
2021-10-08,2930.03,2947.79,2897.93,2916.5,2187018
2021-10-11,3021.4,3051.74,2996.31,3041.42,1903275
2021-10-12,2988.77,3011.07,2950.7,2977.67,2120523
2021-10-13,2977.9,3010.24,2957.64,3002.27,1170205
2021-10-14,3061.42,3075.86,3026.65,3059.4,2144337
2021-10-15,3075.75,3109.06,3040.7,3079.7,2424473
2021-10-18,2946.95,2985.29,2906.35,2949.5,1918196
2021-10-19,2942.42,2952.48,2884.82,2922.59,2153276
2021-10-20,2972.49,3006.24,2938.57,2953.13,2384704
2021-10-21,2769.81,2812.08,2744.9,2775.7,2485182
2021-10-22,2848.48,2866.38,2818.74,2851.01,1573881
2021-10-25,3136.69,3183.41,3124.38,3153.41,2018454
2021-10-26,3164.5,3198.69,3141.44,3156.01,1005209
2021-10-27,2975.1,2998.05,2949.19,2973.09,1399749
2021-10-28,3057.66,3087.1,3032.9,3077.04,2317931
2021-10-29,3031.13,3066.71,2999.6,3045.62,2058503
2021-11-01,3307.89,3338.65,3286.11,3311.76,1641621
2021-11-02,3111.96,3147.35,3070.75,3118.56,2204242
2021-11-03,2987.21,3008.0,2957.21,2978.94,1730212
2021-11-04,2904.45,2936.14,2874.54,2888.3,2257361
2021-11-05,2839.36,2855.22,2812.63,2824.68,1338526
2021-11-08,3020.35,3049.23,2988.79,3034.64,1139005
2021-11-09,2924.36,2945.33,2886.11,2912.98,2029661
2021-11-10,2857.77,2880.42,2836.45,2856.0,1196521
2021-11-11,2935.34,2977.7,2911.92,2941.82,2378336
2021-11-12,2891.85,2932.76,2864.88,2917.86,1923593
2021-11-15,3168.71,3204.81,3152.17,3194.75,1449764
2021-11-16,3088.16,3107.24,3066.36,3108.99,2205771
2021-11-17,2999.2,3026.04,2973.96,2998.41,2449589
2021-11-18,3147.99,3190.13,3109.25,3152.64,2098589
2021-11-19,3007.74,3039.15,2975.11,2991.97,1401562
2021-11-22,2913.87,2967.06,2881.94,2939.27,1216486
2021-11-23,3152.31,3186.25,3113.8,3138.35,1426888
2021-11-24,3053.89,3085.81,3025.26,3057.71,2459445
2021-11-25,2896.28,2923.18,2862.37,2881.8,1835988
2021-11-26,2980.97,3012.3,2952.0,2976.26,1910155
2021-11-29,2912.44,2940.91,2879.78,2901.98,1550428
2021-11-30,2861.72,2898.8,2837.55,2862.1,1263328
2021-12-01,3092.62,3132.18,3087.01,3104.2,2476285
2021-12-02,3190.94,3213.08,3162.28,3182.2,1111361
2021-12-03,2860.14,2876.83,2815.92,2854.71,1792038
2021-12-06,3056.3,3067.93,3017.03,3031.44,1397172
2021-12-07,2934.94,2970.02,2895.28,2934.85,2065131
2021-12-08,2951.29,2970.25,2908.93,2951.77,1614673
2021-12-09,2940.76,2949.23,2909.87,2924.42,2460482
2021-12-10,2913.6,2947.49,2881.63,2907.38,2369222
2021-12-13,3004.85,3059.78,2981.03,3018.1,1255658
2021-12-14,2916.9,2946.84,2890.07,2930.25,2490641
2021-12-15,3027.05,3065.43,2990.89,3030.1,1754085
2021-12-16,2994.98,3025.79,2952.94,2984.05,1103844
2021-12-17,2976.11,3005.12,2947.5,2981.15,2139897
2021-12-20,2909.24,2948.43,2883.75,2905.07,1835488
2021-12-21,2942.32,2969.42,2912.32,2947.68,1098234
2021-12-22,3075.54,3108.21,3039.53,3077.96,1474718
2021-12-23,3050.09,3083.31,3034.53,3055.84,1751993
2021-12-24,2902.24,2925.56,2895.21,2902.0,1998922
2021-12-27,3009.93,3049.85,2985.44,3008.78,1725571
2021-12-28,3075.14,3103.39,3057.35,3085.72,1828282
2021-12-29,2833.06,2855.5,2808.14,2844.11,1471761
2021-12-30,3054.34,3089.7,3025.81,3051.38,2338563
2021-12-31,2933.74,2954.75,2908.27,2936.1,1324464
2022-01-03,3057.06,3087.34,3012.54,3029.07,1554081
2022-01-04,2923.67,2953.58,2890.41,2916.15,2021911
2022-01-05,2819.51,2860.37,2786.51,2823.13,2068203
2022-01-06,2837.25,2871.99,2801.02,2827.41,2372542
2022-01-07,3004.81,3034.56,2986.2,3001.01,1477317
2022-01-10,3025.97,3064.15,2985.58,3018.19,2271209
2022-01-11,2909.57,2953.47,2880.33,2919.82,1969752
2022-01-12,3063.86,3099.44,3027.15,3061.42,1317942
2022-01-13,2833.85,2863.95,2814.57,2816.88,1337462
2022-01-14,2993.39,3010.27,2978.93,2973.39,2414906
2022-01-17,2878.9,2898.25,2840.72,2863.41,1350046
2022-01-18,2934.82,2961.76,2901.05,2935.99,1421773
2022-01-19,3004.74,3028.64,2983.76,2978.73,1333478
2022-01-20,2913.96,2942.09,2892.66,2912.37,1468379
2022-01-21,2961.54,2992.11,2920.29,2950.94,1368863
2022-01-24,3100.63,3135.93,3082.52,3123.11,2171675
2022-01-25,2942.31,2971.61,2895.88,2929.89,1733362
2022-01-26,3083.57,3118.43,3062.58,3094.33,1697974
2022-01-27,2887.03,2917.67,2850.65,2885.57,2323440
2022-01-28,3052.98,3063.23,3026.27,3023.44,2368328
2022-01-31,3144.16,3164.76,3108.12,3144.13,1107449
2022-02-01,2752.84,2781.39,2728.28,2756.99,2151404
2022-02-02,2920.31,2938.21,2891.94,2920.16,2175189
2022-02-03,3057.71,3093.71,3027.3,3099.76,1072095
2022-02-04,2979.7,3025.0,2959.72,2971.52,1630212
2022-02-07,3037.11,3079.3,2999.71,3056.75,1620740
2022-02-08,2939.6,2967.47,2914.73,2938.23,1087593
2022-02-09,3008.66,3053.57,2980.94,3020.13,1691252
2022-02-10,2984.43,3015.92,2964.38,2989.69,2387962
2022-02-11,3116.78,3143.41,3112.4,3123.66,1902473
2022-02-14,3025.44,3049.31,2997.35,3017.63,1126202
2022-02-15,3033.76,3060.74,2979.63,3023.48,1077606
2022-02-16,2958.81,2984.93,2920.97,2937.78,2172345
2022-02-17,2951.24,2982.94,2921.43,2959.69,1118542
2022-02-18,2956.74,2988.35,2929.37,2954.7,2417158
2022-02-21,3039.45,3069.48,3009.22,3028.05,1575610
2022-02-22,2957.9,2992.27,2922.43,2952.85,2206126
2022-02-23,3028.98,3070.88,3010.79,3053.41,1455433
2022-02-24,3207.54,3247.04,3166.4,3201.36,1624987
2022-02-25,3087.11,3102.26,3049.96,3079.7,1090140
2022-02-28,2967.4,2971.86,2930.22,2943.73,2447307
2022-03-01,3120.12,3159.46,3085.74,3130.18,2428078
2022-03-02,2959.19,2975.52,2929.0,2959.12,2346853
2022-03-03,2796.19,2823.94,2759.46,2810.19,2146204
2022-03-04,2899.19,2917.49,2863.27,2888.63,2133634
2022-03-07,2812.92,2824.9,2786.46,2812.37,1481799
2022-03-08,2964.85,3000.26,2940.58,2971.4,2200118
2022-03-09,3001.84,3039.43,2970.82,3018.09,2353849
2022-03-10,3167.64,3191.88,3122.15,3149.83,2319251
2022-03-11,3032.69,3036.78,3015.08,3033.38,2347758
2022-03-14,2978.09,3002.63,2962.77,2980.75,2398659
2022-03-15,3082.94,3116.86,3051.29,3083.43,1042674
2022-03-16,2778.89,2794.1,2748.38,2772.15,1127572
2022-03-17,3023.56,3055.4,2991.83,3026.13,1291975
2022-03-18,3077.09,3106.93,3044.65,3074.63,1581462
2022-03-21,2852.14,2887.93,2824.37,2858.3,1431436
2022-03-22,3114.38,3145.57,3069.48,3123.31,1445935
2022-03-23,3033.85,3054.12,3019.86,3046.84,1780296
2022-03-24,2958.47,3000.44,2936.76,2977.29,2101627
2022-03-25,3063.28,3091.69,3034.31,3058.45,2251661
2022-03-28,3227.07,3256.8,3213.5,3226.26,2367372
2022-03-29,3018.19,3038.85,2989.95,3023.95,2114100
2022-03-30,3024.82,3050.39,2978.21,3023.06,1268614
2022-03-31,2954.06,2975.22,2923.86,2964.26,1517733
2022-04-01,2915.02,2943.29,2882.71,2906.96,1315617
2022-04-04,3083.03,3130.15,3065.64,3095.6,1937384
2022-04-05,2914.39,2930.67,2890.56,2894.22,2093015
2022-04-06,3007.16,3021.02,2980.91,2997.04,1276452
2022-04-07,2952.23,2996.95,2925.41,2971.14,1091563
2022-04-08,3047.9,3075.8,3005.08,3035.78,1751616
2022-04-11,3033.37,3056.68,2997.79,3033.64,2345801
2022-04-12,3103.75,3144.15,3084.87,3112.61,1730602
2022-04-13,2949.0,2972.94,2916.53,2947.98,2492175
2022-04-14,2973.01,3021.27,2938.03,2968.17,1759495
2022-04-15,2902.12,2938.9,2860.72,2900.66,1969655
2022-04-18,2955.57,2980.69,2909.77,2915.32,1167896
2022-04-19,3037.73,3089.3,3017.88,3051.72,1621912
2022-04-20,3075.7,3099.64,3053.81,3060.42,1419515
2022-04-21,2907.78,2945.2,2890.36,2929.84,2017497
2022-04-22,3086.96,3119.95,3059.3,3097.4,1030063
2022-04-25,3135.56,3178.58,3100.9,3144.41,2039272
2022-04-26,3041.34,3086.96,3001.47,3059.42,1254371
2022-04-27,3187.68,3218.0,3158.44,3178.73,1985976
2022-04-28,2922.62,2945.09,2895.82,2937.93,1102166
2022-04-29,2875.53,2910.13,2844.02,2886.4,2063082
2022-05-02,2822.13,2845.35,2800.48,2820.55,2273989
2022-05-03,3149.6,3199.74,3098.71,3160.58,1997358
2022-05-04,3065.44,3096.8,3051.51,3063.09,2162180
2022-05-05,2994.44,3020.79,2962.59,2983.45,2074602
2022-05-06,3028.0,3059.84,2977.76,3012.72,1420888
2022-05-09,2887.45,2903.98,2857.38,2875.39,2363133
2022-05-10,3244.58,3264.86,3216.48,3230.1,2303692
2022-05-11,3012.92,3054.93,2986.5,3032.94,2375786
2022-05-12,3010.94,3034.37,2982.74,3005.97,1190285
2022-05-13,3072.58,3092.11,3028.85,3064.0,2099547
2022-05-16,3048.1,3083.47,3040.22,3056.14,1420497
2022-05-17,3022.39,3064.25,2977.05,3002.44,1113978
2022-05-18,2920.95,2958.14,2905.19,2934.37,2207739
2022-05-19,3047.15,3087.11,3019.81,3034.34,1103864
2022-05-20,3188.2,3210.63,3162.49,3185.88,2031259
2022-05-23,3134.54,3150.32,3098.66,3110.81,1936114
2022-05-24,3159.32,3204.33,3145.3,3194.69,1394295
2022-05-25,2948.88,2975.65,2914.26,2954.07,1619674
2022-05-26,2901.04,2928.53,2850.8,2890.72,2488543
2022-05-27,2987.42,3030.7,2971.05,3013.52,1448648
2022-05-30,3005.57,3041.13,2973.68,2998.94,1605151
2022-05-31,3109.42,3143.98,3086.04,3120.44,1340435
2022-06-01,2830.75,2882.4,2796.49,2841.45,1125659
2022-06-02,3152.96,3176.52,3122.76,3152.28,2055811
2022-06-03,2984.2,3023.48,2960.61,3004.77,2393453
2022-06-06,2957.31,2987.88,2922.43,2962.48,2111288
2022-06-07,2898.79,2931.48,2850.75,2894.0,2201121
2022-06-08,2834.51,2879.8,2806.42,2826.56,1762178
2022-06-09,3082.32,3117.4,3045.12,3071.66,1125849
2022-06-10,3007.33,3042.71,2990.26,3015.26,2024903
2022-06-13,2871.0,2911.73,2850.57,2882.08,1255493
2022-06-14,2870.49,2896.84,2835.77,2855.0,1604111
2022-06-15,2966.42,2988.03,2921.58,2978.92,2152791
2022-06-16,3166.9,3186.45,3133.35,3175.06,1032230
2022-06-17,2974.04,2984.38,2947.17,2971.8,1346717
2022-06-20,2849.69,2900.25,2819.69,2860.69,1747948
2022-06-21,2975.43,2994.39,2957.93,2974.04,1462092
2022-06-22,2972.73,3000.52,2936.68,2959.08,1302788
2022-06-23,2730.31,2757.54,2691.49,2725.29,2228312
2022-06-24,2994.57,3027.64,2969.09,3000.95,1831635
2022-06-27,2976.91,3015.06,2951.61,2970.92,2377397
2022-06-28,3069.62,3108.23,3036.96,3075.94,2467217
2022-06-29,3184.9,3209.06,3159.26,3182.61,1647534
2022-06-30,3112.66,3140.99,3083.32,3093.07,2133393
2022-07-01,2973.11,3005.94,2922.11,2955.42,2287233
2022-07-04,2889.35,2916.86,2861.82,2885.2,2265609
2022-07-05,3257.34,3303.41,3230.92,3286.04,1231414
2022-07-06,3005.92,3040.83,2982.4,3017.18,1256812
2022-07-07,3001.39,3038.74,2963.95,2987.99,1304958
2022-07-08,2997.59,3034.22,2969.4,3006.67,1170956
2022-07-11,3019.81,3061.54,2996.3,3013.45,2406065
2022-07-12,2985.56,3017.37,2942.35,2990.69,2305710
2022-07-13,2942.63,2959.67,2898.44,2924.34,2410808
2022-07-14,2945.31,2979.31,2921.32,2949.38,1855754
2022-07-15,2996.72,3020.21,2985.39,3016.06,1021650
2022-07-18,2945.66,2970.37,2905.58,2925.11,2404962
2022-07-19,2928.72,2964.58,2905.56,2921.1,1926694
2022-07-20,3010.64,3053.03,2972.74,3007.05,2219097
2022-07-21,2974.5,3004.71,2964.2,2994.84,2219309
2022-07-22,3150.4,3183.49,3111.47,3132.29,1816141
2022-07-25,2734.9,2781.93,2717.01,2721.15,1242037
2022-07-26,3109.15,3141.56,3071.84,3102.19,2129004
2022-07-27,3124.61,3180.63,3094.47,3143.06,1206251
2022-07-28,2792.66,2828.32,2772.2,2812.26,1534231
2022-07-29,2965.73,2978.12,2939.8,2954.33,2487552
2022-08-01,2962.86,3000.39,2925.99,2959.08,1021042
2022-08-02,2859.25,2893.06,2828.19,2872.16,1830326
2022-08-03,2922.22,2965.12,2886.37,2907.05,1978582
2022-08-04,2888.94,2925.67,2839.18,2878.54,1318903
2022-08-05,3175.23,3203.84,3160.87,3184.26,2416693
2022-08-08,3093.57,3111.32,3047.4,3083.85,1894801
2022-08-09,3127.16,3155.07,3096.11,3120.49,1814811
2022-08-10,3072.17,3093.66,3051.16,3072.75,1382811
2022-08-11,2887.09,2911.29,2870.4,2865.96,1501691
2022-08-12,2947.55,2983.43,2919.44,2944.85,2008314
2022-08-15,3048.94,3095.64,3009.72,3057.21,1214304
2022-08-16,2877.79,2911.73,2849.06,2870.58,1396178
2022-08-17,3071.3,3089.34,3026.19,3058.35,1438963
2022-08-18,2975.97,3010.41,2960.48,2989.92,1911612
2022-08-19,2962.52,3004.48,2932.64,2965.14,1314493
2022-08-22,3071.1,3095.0,3053.62,3076.01,1201904
2022-08-23,3044.43,3073.09,3010.79,3032.31,1711716
2022-08-24,2963.9,2994.05,2925.03,2957.48,1670105
2022-08-25,3115.93,3138.08,3090.14,3120.21,1005730
2022-08-26,2891.89,2928.38,2887.94,2909.73,2455713
2022-08-29,3061.59,3090.38,3029.6,3054.13,2250786
2022-08-30,3059.31,3093.51,3024.94,3061.47,1738471
2022-08-31,2969.05,2990.17,2935.0,2969.73,2067599
2022-09-01,3032.61,3058.24,2990.26,3003.75,1345430
2022-09-02,2874.89,2912.11,2855.6,2895.45,1828411
2022-09-05,3092.4,3118.67,3055.6,3083.77,1408213
2022-09-06,2981.51,3028.78,2939.58,2988.44,1700399
2022-09-07,2947.73,2973.73,2935.51,2966.59,1020923
2022-09-08,3104.9,3137.15,3071.7,3090.71,1847405
2022-09-09,2929.57,2968.89,2904.61,2929.66,2444679
2022-09-12,2859.15,2874.97,2829.97,2849.58,1194795
2022-09-13,2844.34,2856.73,2810.86,2825.96,1828854
2022-09-14,3060.6,3075.34,3035.47,3072.76,1233462
2022-09-15,2871.96,2914.58,2848.71,2873.08,1051413
2022-09-16,3175.48,3199.96,3145.14,3166.99,1888916
2022-09-19,2791.81,2847.39,2772.68,2812.08,2304295
2022-09-20,3169.65,3194.0,3150.5,3160.23,1553044
2022-09-21,3021.1,3052.95,2984.31,3014.67,2382296
2022-09-22,2990.33,3035.75,2971.82,3006.96,2321024
2022-09-23,2945.51,2995.57,2908.84,2948.88,1410226
2022-09-26,3039.91,3090.53,3005.29,3046.97,2175615
2022-09-27,2996.24,3038.32,2983.49,3005.61,1180074
2022-09-28,3110.33,3150.57,3087.11,3103.69,1656735
2022-09-29,3011.42,3047.35,2969.48,3011.63,1808524
2022-09-30,3015.03,3052.81,2994.84,3041.38,1131562
2022-10-03,2963.64,2988.13,2938.28,2963.39,2052305
2022-10-04,2994.31,3016.12,2959.68,2990.16,1642510
2022-10-05,3030.78,3060.75,2992.95,3033.77,2395936
2022-10-06,2828.98,2857.28,2801.5,2816.7,1608148
2022-10-07,2865.18,2890.65,2841.16,2882.93,1258360
2022-10-10,3074.33,3111.29,3030.1,3072.72,1359014
2022-10-11,3017.09,3056.64,2969.7,3029.49,2069974
2022-10-12,2981.6,3012.49,2941.81,2969.82,1296794
2022-10-13,3001.84,3046.62,2970.99,3026.99,1628177
2022-10-14,3034.76,3053.34,3012.84,3040.84,2313879
2022-10-17,2946.02,2974.09,2924.33,2954.74,1360306
2022-10-18,2922.17,2945.0,2886.94,2918.31,2274535
2022-10-19,3019.58,3030.92,2985.4,3005.67,1627122
2022-10-20,2902.16,2931.34,2858.15,2906.75,2458857
2022-10-21,3040.83,3069.61,3004.32,3038.37,2488303
2022-10-24,2829.74,2874.88,2814.77,2825.15,1518490
2022-10-25,3102.92,3139.22,3062.4,3089.64,1553608
2022-10-26,3047.26,3067.02,3027.24,3045.27,1463092
2022-10-27,3025.6,3074.14,2999.44,3039.89,1034924
2022-10-28,3098.27,3140.48,3065.77,3102.56,2261368
2022-10-31,3166.55,3202.37,3116.59,3171.67,2482526
2022-11-01,3101.44,3129.17,3040.34,3065.24,1695385
2022-11-02,2815.91,2836.32,2779.85,2809.52,2050735
2022-11-03,2872.04,2898.32,2843.87,2852.92,1573228
2022-11-04,2937.52,2978.41,2902.17,2947.89,1470192
2022-11-07,3002.61,3051.45,2963.73,3006.65,1440420
2022-11-08,3051.77,3097.2,3024.97,3065.28,2453813
2022-11-09,2927.43,2952.54,2879.47,2907.37,1662132
2022-11-10,3018.68,3037.48,2986.38,3024.72,1765328
2022-11-11,2924.46,2955.87,2889.48,2933.09,1729115
2022-11-14,2938.85,2951.16,2902.19,2932.51,1154536
2022-11-15,2859.33,2892.57,2825.12,2857.55,1575425
2022-11-16,2907.68,2936.2,2869.29,2908.54,1423448
2022-11-17,2864.83,2890.17,2841.0,2858.52,1847929
2022-11-18,2902.41,2916.47,2878.0,2905.79,1501233
2022-11-21,3105.36,3140.5,3086.37,3129.93,1624773
2022-11-22,2905.06,2929.73,2870.67,2910.91,2289546
2022-11-23,3263.24,3281.54,3225.45,3246.2,2002021
2022-11-24,3049.33,3050.61,3014.75,3036.3,1000901
2022-11-25,3018.48,3048.21,2971.74,2997.04,1087980
2022-11-28,2914.16,2961.89,2884.22,2928.78,2418314
2022-11-29,3070.03,3116.64,3033.34,3079.5,1789313
2022-11-30,2942.44,2967.87,2923.35,2926.91,1292007
2022-12-01,3012.2,3036.18,2986.07,2999.51,1766722
2022-12-02,3256.01,3290.7,3219.05,3252.04,1398838
2022-12-05,2990.39,3010.41,2951.9,2978.15,1515956
2022-12-06,3114.93,3147.95,3087.87,3105.81,1487063
2022-12-07,2929.68,2967.34,2900.4,2937.76,1726546
2022-12-08,2996.5,3038.77,2981.68,3012.74,1831633
2022-12-09,3177.08,3206.08,3150.65,3176.42,1251839
2022-12-12,2937.3,2965.27,2898.4,2924.28,2025264
2022-12-13,3181.24,3202.47,3145.49,3184.47,2369971
2022-12-14,3070.78,3092.51,3035.77,3080.69,1596860
2022-12-15,2943.75,2971.49,2913.26,2937.54,1836642
2022-12-16,3063.24,3096.91,3033.17,3058.92,1387773
2022-12-19,3097.26,3136.39,3073.86,3110.04,1022499
2022-12-20,3062.18,3084.15,3025.19,3051.09,1626840
2022-12-21,2842.98,2887.9,2808.77,2846.94,1444844
2022-12-22,2927.29,2954.58,2892.37,2930.87,2446395
2022-12-23,2975.25,3005.03,2950.51,2958.68,1486525
2022-12-26,2992.56,3015.08,2984.09,3012.77,1871905
2022-12-27,3062.07,3067.82,3021.1,3045.19,1143704
2022-12-28,3017.77,3056.61,2992.56,3020.47,1685967
2022-12-29,2866.47,2903.83,2845.09,2873.57,2140449
2022-12-30,3038.02,3065.21,3001.08,3032.77,1065756
